message_id,customer_id,timestamp,message_text,channel,previous_tickets
MSG00651,CUST7953,2026-04-23 10:16:35.948715,Cannot login to account,App,1
MSG00652,CUST9807,2026-05-19 10:16:35.948719,Coupon code not working !!! urgent help !!!,Chat,3
MSG00653,CUST6539,2026-04-21 10:16:35.948724,I want refund immediately,Email,0
MSG00654,CUST8251,2026-05-05 10:16:35.948728,Order stuck in transit,App,3
MSG00655,CUST8540,2026-05-07 10:16:35.948732,App is crashing,Email,3
MSG00656,CUST6520,2026-05-20 10:16:35.948736,I want refund immediately,App,5
MSG00657,CUST9704,2026-05-10 10:16:35.948742,My package has not arrived,App,5
MSG00658,CUST5599,2026-04-30 10:16:35.948745,Cannot login to account,Social,0
MSG00659,CUST6576,2026-05-09 10:16:35.948750,Refund not received yet,Chat,0
MSG00660,CUST2315,2026-05-08 10:16:35.948754,Error during payment !!! urgent help !!!,App,4
MSG00661,CUST2843,2026-05-12 10:16:35.948757,   ,App,5
MSG00662,CUST8990,2026-04-23 10:16:35.948761,Error during payment,Social,3
MSG00663,CUST6043,2026-04-27 10:16:35.948765,No response from team,Social,4
MSG00664,CUST8683,2026-05-04 10:16:35.948769,Delivery delayed again !!! urgent help !!!,Social,0
MSG00665,CUST7573,2026-05-07 10:16:35.948773,Need invoice for my purchase,App,2
MSG00666,CUST7071,2026-05-03 10:16:35.948777,App is crashing,Chat,2
MSG00667,CUST6064,2026-05-14 10:16:35.948781,Payment failed but money deducted !!! urgent help !!!,Chat,4
MSG00668,CUST5734,2026-04-26 10:16:35.948786,Error during payment,Chat,5
MSG00669,CUST8756,2026-05-18 10:16:35.948790,App is crashing,Email,5
MSG00670,CUST2499,2026-04-28 10:16:35.948794,Coupon code not working,App,4
MSG00671,CUST3485,2026-05-05 10:16:35.948798,Cannot login to account,Email,5
MSG00672,CUST5399,2026-04-24 10:16:35.948803,I want refund immediately,App,1
MSG00673,CUST9995,2026-05-05 10:16:35.948808,I am unhappy with support,Chat,5
MSG00674,CUST1038,2026-05-15 10:16:35.948813,Error during payment,Chat,0
MSG00675,CUST3809,2026-05-17 10:16:35.948817,Very bad service !!! urgent help !!!,Social,3
MSG00676,CUST8930,2026-05-09 10:16:35.948822,I was charged twice for my order,Email,0
MSG00677,CUST9379,2026-04-25 10:16:35.948826,Worst experience ever,Chat,4
MSG00678,CUST9875,2026-04-23 10:16:35.948830,Payment failed but money deducted,Social,0
MSG00679,CUST4327,2026-05-16 10:16:35.948835,Worst experience ever,Social,0
MSG00680,CUST8377,2026-04-30 10:16:35.948839,I want refund immediately,Chat,1
MSG00681,CUST7758,2026-05-01 10:16:35.948842,My package has not arrived,App,3
MSG00682,CUST2310,2026-04-21 10:16:35.948846,Cannot login to account,Chat,0
MSG00683,CUST3122,2026-05-18 10:16:35.948850,Wrong item delivered,Social,5
MSG00684,CUST3854,2026-05-14 10:16:35.948853,Payment failed but money deducted,Chat,5
MSG00685,CUST7634,2026-04-22 10:16:35.948857,Cannot login to account,Email,1
MSG00686,CUST5679,2026-04-27 10:16:35.948861,I want refund immediately,Email,4
MSG00687,CUST5697,2026-04-25 10:16:35.948865,Need invoice for my purchase !!! urgent help !!!,App,3
MSG00688,CUST9847,2026-05-02 10:16:35.948869,Order stuck in transit,App,4
MSG00689,CUST8985,2026-05-09 10:16:35.948874,Wrong item delivered,Chat,2
MSG00690,CUST2557,2026-05-02 10:16:35.948878,Error during payment !!! urgent help !!!,App,5
MSG00691,CUST6333,2026-05-02 10:16:35.948882,Coupon code not working,Social,4
MSG00692,CUST3656,2026-04-25 10:16:35.948886,I want refund immediately,Chat,5
MSG00693,CUST1765,2026-05-04 10:16:35.948890,My package has not arrived,Email,5
MSG00694,CUST4887,2026-04-24 10:16:35.948893,Need invoice for my purchase,Chat,3
MSG00695,CUST6224,2026-04-25 10:16:35.948897,I was charged twice for my order,Email,4
MSG00696,CUST6069,2026-05-20 10:16:35.948903,My package has not arrived,App,5
MSG00697,CUST2029,2026-04-25 10:16:35.948907,No response from team,App,0
MSG00698,CUST1782,2026-04-21 10:16:35.948912,Worst experience ever,Email,2
MSG00699,CUST8667,2026-05-18 10:16:35.948916,Cannot login to account,Chat,4
MSG00700,CUST7123,2026-05-09 10:16:35.948919,Worst experience ever,Email,1
MSG00701,CUST1612,2026-05-06 10:16:35.948924,Refund not received yet,App,4
MSG00702,CUST5658,2026-04-27 10:16:35.948927,Wrong item delivered,Chat,5
MSG00703,CUST4225,2026-05-18 10:16:35.948932,I am unhappy with support,Chat,4
MSG00704,CUST3810,2026-05-11 10:16:35.948936,Wrong item delivered !!! urgent help !!!,Email,4
MSG00705,CUST2178,2026-04-22 10:16:35.948940,Cannot login to account !!! urgent help !!!,Email,3
MSG00706,CUST1585,2026-05-20 10:16:35.948944,Cannot login to account,App,3
MSG00707,CUST2537,2026-04-26 10:16:35.948948,No response from team !!! urgent help !!!,Social,1
MSG00708,CUST2607,2026-05-15 10:16:35.948952,   ,Social,3
MSG00709,CUST5860,2026-05-18 10:16:35.948955,Order stuck in transit,Social,4
MSG00710,CUST9249,2026-04-30 10:16:35.948959,Need invoice for my purchase,Email,1
MSG00711,CUST6981,2026-05-14 10:16:35.948963,I am unhappy with support,Email,1
MSG00712,CUST1416,2026-05-13 10:16:35.948966,Password reset not working,Social,5
MSG00713,CUST1127,2026-04-20 10:16:35.948971,Error during payment,Chat,0
MSG00714,CUST6002,2026-05-19 10:16:35.948975,   ,Social,0
MSG00715,CUST1477,2026-05-20 10:16:35.948980,I am unhappy with support !!! urgent help !!!,App,1
MSG00716,CUST9465,2026-05-01 10:16:35.948984,Payment failed but money deducted,App,1
MSG00717,CUST6180,2026-04-26 10:16:35.948993,Need invoice for my purchase,Social,0
MSG00718,CUST7388,2026-05-17 10:16:35.948997,I am unhappy with support,App,0
MSG00719,CUST2887,2026-04-25 10:16:35.949001,App is crashing,Chat,4
MSG00720,CUST9851,2026-04-20 10:16:35.949005,Cannot login to account !!! urgent help !!!,Chat,2
MSG00721,CUST3358,2026-04-29 10:16:35.949009,Worst experience ever,Email,0
MSG00722,CUST8729,2026-05-08 10:16:35.949013,I want refund immediately,Social,5
MSG00723,CUST1967,2026-05-17 10:16:35.949017,   ,App,1
MSG00724,CUST1634,2026-05-01 10:16:35.949021,Coupon code not working,Email,4
MSG00725,CUST6403,2026-04-29 10:16:35.949024,Refund not received yet,Chat,5
MSG00726,CUST9965,2026-05-12 10:16:35.949028,I was charged twice for my order,App,1
MSG00727,CUST9013,2026-05-03 10:16:35.949032,Refund not received yet,Social,1
MSG00728,CUST7380,2026-04-21 10:16:35.949036,Password reset not working,Email,3
MSG00729,CUST7435,2026-04-26 10:16:35.949039,I am unhappy with support,Social,5
MSG00730,CUST6560,2026-05-07 10:16:35.949043,   ,Email,0
MSG00731,CUST7090,2026-04-28 10:16:35.949047,Cannot login to account,Chat,2
MSG00732,CUST1257,2026-05-03 10:16:35.949051,Cannot login to account,Email,3
MSG00733,CUST2318,2026-05-15 10:16:35.949055,App is crashing,App,1
MSG00734,CUST1419,2026-04-20 10:16:35.949059,Error during payment,Chat,3
MSG00735,CUST5424,2026-05-03 10:16:35.949068,Cannot login to account,App,4
MSG00736,CUST8518,2026-05-09 10:16:35.949073,No response from team !!! urgent help !!!,Email,2
MSG00737,CUST2458,2026-05-12 10:16:35.949076,   ,App,2
MSG00738,CUST5875,2026-05-07 10:16:35.949082,Password reset not working,App,4
MSG00739,CUST7111,2026-04-24 10:16:35.949086,   ,Chat,0
MSG00740,CUST2967,2026-04-20 10:16:35.949090,Refund not received yet,Social,5
MSG00741,CUST8566,2026-05-13 10:16:35.949094,Error during payment,App,0
MSG00742,CUST4691,2026-05-06 10:16:35.949098,I am unhappy with support,Social,3
MSG00743,CUST8790,2026-04-24 10:16:35.949104,   ,Social,3
MSG00744,CUST4514,2026-05-18 10:16:35.949110,Need invoice for my purchase,Email,1
MSG00745,CUST2337,2026-05-07 10:16:35.949116,Payment failed but money deducted !!! urgent help !!!,Chat,5
MSG00746,CUST9076,2026-04-28 10:16:35.949127,   ,Chat,0
MSG00747,CUST7602,2026-05-13 10:16:35.949136,My package has not arrived,Email,4
MSG00748,CUST9609,2026-05-07 10:16:35.949141,My package has not arrived,App,3
MSG00749,CUST2374,2026-05-02 10:16:35.949146,Payment failed but money deducted !!! urgent help !!!,Social,3
MSG00750,CUST2126,2026-05-02 10:16:35.949152,I was charged twice for my order !!! urgent help !!!,Chat,1
MSG00751,CUST1273,2026-04-30 10:16:35.949157,Order stuck in transit,Email,3
MSG00752,CUST2522,2026-05-13 10:16:35.949162,Payment failed but money deducted,Chat,5
MSG00753,CUST7326,2026-04-22 10:16:35.949168,Error during payment !!! urgent help !!!,Chat,5
MSG00754,CUST2216,2026-05-16 10:16:35.949177,Very bad service,Social,3
MSG00755,CUST4637,2026-04-24 10:16:35.949182,Wrong item delivered,Chat,5
MSG00756,CUST6579,2026-04-29 10:16:35.949187,App is crashing,App,0
MSG00757,CUST2503,2026-05-12 10:16:35.949193,I am unhappy with support,Email,5
MSG00758,CUST6759,2026-05-11 10:16:35.949199,Refund not received yet,Social,0
MSG00759,CUST3252,2026-05-01 10:16:35.949208,Need invoice for my purchase,Chat,2
MSG00760,CUST7999,2026-04-21 10:16:35.949214,Delivery delayed again !!! urgent help !!!,Social,5
MSG00761,CUST1656,2026-04-29 10:16:35.949224,Wrong item delivered,Email,5
MSG00762,CUST8095,2026-04-20 10:16:35.949229,Very bad service,Chat,2
MSG00763,CUST1045,2026-05-12 10:16:35.949234,Error during payment,Chat,0
MSG00764,CUST3728,2026-04-27 10:16:35.949239,Need invoice for my purchase,App,5
MSG00765,CUST3486,2026-05-20 10:16:35.949247,Error during payment !!! urgent help !!!,App,2
MSG00766,CUST8835,2026-04-28 10:16:35.949253,Coupon code not working,App,3
MSG00767,CUST3699,2026-04-23 10:16:35.949260,Worst experience ever,Chat,5
MSG00768,CUST9971,2026-05-03 10:16:35.949266,Password reset not working,Email,3
MSG00769,CUST5396,2026-05-12 10:16:35.949272,Tracking not updating,App,3
MSG00770,CUST2355,2026-05-01 10:16:35.949277,Payment failed but money deducted,Chat,5
MSG00771,CUST6891,2026-05-06 10:16:35.949283,Error during payment,Social,2
MSG00772,CUST3121,2026-05-15 10:16:35.949324,Refund not received yet,Social,1
MSG00773,CUST1487,2026-05-09 10:16:35.949340,Cannot login to account,App,3
MSG00774,CUST5513,2026-05-05 10:16:35.949354,Delivery delayed again,Email,4
MSG00775,CUST3524,2026-05-15 10:16:35.949359,My package has not arrived,Social,4
MSG00776,CUST5624,2026-05-01 10:16:35.949364,Website not loading,Email,1
MSG00777,CUST7824,2026-04-27 10:16:35.949368,App is crashing,Social,0
MSG00778,CUST7312,2026-05-18 10:16:35.949372,Wrong item delivered,Social,2
MSG00779,CUST6441,2026-05-13 10:16:35.949376,Delivery delayed again,Email,5
MSG00780,CUST7786,2026-04-28 10:16:35.949380,Delivery delayed again,Chat,5
MSG00781,CUST9461,2026-05-18 10:16:35.949386,Very bad service,Social,0
MSG00782,CUST3119,2026-04-27 10:16:35.949389,Password reset not working,App,0
MSG00783,CUST4754,2026-05-15 10:16:35.949393,Worst experience ever !!! urgent help !!!,Social,0
MSG00784,CUST6871,2026-05-19 10:16:35.949397,Worst experience ever,Chat,2
MSG00785,CUST9204,2026-05-08 10:16:35.949401,Password reset not working !!! urgent help !!!,Chat,3
MSG00786,CUST6943,2026-05-11 10:16:35.949405,Website not loading,Social,4
MSG00787,CUST7488,2026-05-20 10:16:35.949409,App is crashing,Social,0
MSG00788,CUST8261,2026-04-24 10:16:35.949413,No response from team,App,4
MSG00789,CUST7666,2026-05-11 10:16:35.949418,Delivery delayed again !!! urgent help !!!,Email,4
MSG00790,CUST9669,2026-05-03 10:16:35.949421,Refund not received yet !!! urgent help !!!,App,3
MSG00791,CUST6689,2026-05-02 10:16:35.949425,Coupon code not working !!! urgent help !!!,Email,0
MSG00792,CUST3402,2026-04-21 10:16:35.949429,Error during payment !!! urgent help !!!,Chat,4
MSG00793,CUST9819,2026-05-05 10:16:35.949434,I am unhappy with support,App,4
MSG00794,CUST5015,2026-05-12 10:16:35.949438,Cannot login to account,App,4
MSG00795,CUST1853,2026-04-24 10:16:35.949442,Password reset not working,App,3
MSG00796,CUST1024,2026-05-02 10:16:35.949446,Password reset not working,Chat,4
MSG00797,CUST1947,2026-04-28 10:16:35.949450,Delivery delayed again !!! urgent help !!!,Chat,3
MSG00798,CUST6240,2026-05-12 10:16:35.949454,Refund not received yet !!! urgent help !!!,Social,1
MSG00799,CUST8621,2026-04-29 10:16:35.949458,Tracking not updating,Social,1
MSG00800,CUST9191,2026-04-22 10:16:35.949462,Password reset not working,Chat,1
MSG00801,CUST4272,2026-05-19 10:16:35.949466,Order stuck in transit !!! urgent help !!!,App,3
MSG00802,CUST4694,2026-04-24 10:16:35.949471,Delivery delayed again,Email,0
MSG00803,CUST4768,2026-05-12 10:16:35.949475,Need invoice for my purchase,App,2
MSG00804,CUST6738,2026-05-19 10:16:35.949479,Need invoice for my purchase,App,5
MSG00805,CUST5420,2026-05-19 10:16:35.949483,Cannot login to account !!! urgent help !!!,Social,5
MSG00806,CUST7531,2026-05-17 10:16:35.949487,   ,App,4
MSG00807,CUST3886,2026-04-25 10:16:35.949491,I want refund immediately !!! urgent help !!!,App,1
MSG00808,CUST3623,2026-04-25 10:16:35.949495,Website not loading,App,5
MSG00809,CUST1713,2026-04-29 10:16:35.949499,Worst experience ever,Chat,0
MSG00810,CUST2759,2026-05-16 10:16:35.949503,Payment failed but money deducted,Chat,2
MSG00811,CUST8925,2026-04-24 10:16:35.949507,My package has not arrived,Chat,3
MSG00812,CUST1320,2026-04-26 10:16:35.949511,Website not loading,Chat,3
MSG00813,CUST1776,2026-05-19 10:16:35.949516,Error during payment,App,5
MSG00814,CUST3377,2026-04-28 10:16:35.949520,Payment failed but money deducted !!! urgent help !!!,Social,5
MSG00815,CUST3247,2026-05-02 10:16:35.949524,I was charged twice for my order,Social,4
MSG00816,CUST5723,2026-04-21 10:16:35.949527,Delivery delayed again !!! urgent help !!!,Email,4
MSG00817,CUST7679,2026-05-08 10:16:35.949531,Need invoice for my purchase,Social,3
MSG00818,CUST3346,2026-05-20 10:16:35.949535,   ,Social,2
MSG00819,CUST9340,2026-05-14 10:16:35.949539,Wrong item delivered,Social,1
MSG00820,CUST1491,2026-04-21 10:16:35.949543,Order stuck in transit,Chat,1
MSG00821,CUST2842,2026-04-30 10:16:35.949546,Coupon code not working,Social,3
MSG00822,CUST2795,2026-05-05 10:16:35.949550,Error during payment !!! urgent help !!!,Email,1
MSG00823,CUST1848,2026-05-03 10:16:35.949555,Very bad service,Email,5
MSG00824,CUST6944,2026-05-17 10:16:35.949559,No response from team !!! urgent help !!!,App,0
MSG00825,CUST6062,2026-04-22 10:16:35.949563,Refund not received yet,Social,0
MSG00826,CUST9054,2026-05-06 10:16:35.949567,Wrong item delivered,App,0
MSG00827,CUST5339,2026-05-05 10:16:35.949572,Need invoice for my purchase,Social,3
MSG00828,CUST6643,2026-04-30 10:16:35.949576,Website not loading,Email,1
MSG00829,CUST2440,2026-04-21 10:16:35.949579,Need invoice for my purchase !!! urgent help !!!,Chat,1
MSG00830,CUST2869,2026-05-10 10:16:35.949583,Coupon code not working !!! urgent help !!!,Chat,2
MSG00831,CUST5926,2026-05-01 10:16:35.949588,App is crashing,Social,2
MSG00832,CUST9687,2026-05-20 10:16:35.949593,Very bad service,Social,0
MSG00833,CUST4538,2026-05-07 10:16:35.949597,No response from team,App,4
MSG00834,CUST2047,2026-05-13 10:16:35.949600,Password reset not working !!! urgent help !!!,Chat,3
MSG00835,CUST8778,2026-05-09 10:16:35.949605,   ,Email,2
MSG00836,CUST5072,2026-05-17 10:16:35.949609,Wrong item delivered,Chat,0
MSG00837,CUST3310,2026-05-09 10:16:35.949612,Very bad service,Chat,2
MSG00838,CUST2963,2026-05-06 10:16:35.949617,App is crashing,Email,4
MSG00839,CUST4350,2026-05-09 10:16:35.949621,Refund not received yet,Social,1
MSG00840,CUST4282,2026-05-15 10:16:35.949625,Worst experience ever,Chat,1
MSG00841,CUST7380,2026-04-20 10:16:35.949628,Cannot login to account,App,0
MSG00842,CUST7968,2026-05-07 10:16:35.949632,   ,Chat,2
MSG00843,CUST6762,2026-04-24 10:16:35.949636,   ,Chat,0
MSG00844,CUST9409,2026-05-13 10:16:35.949641,Password reset not working,App,0
MSG00845,CUST1670,2026-05-03 10:16:35.949645,App is crashing,Email,5
MSG00846,CUST4497,2026-05-07 10:16:35.949649,My package has not arrived !!! urgent help !!!,App,1
MSG00847,CUST5587,2026-05-12 10:16:35.949652,My package has not arrived,Chat,1
MSG00848,CUST3045,2026-04-22 10:16:35.949657,I was charged twice for my order !!! urgent help !!!,Email,2
MSG00849,CUST3177,2026-05-08 10:16:35.949660,Error during payment !!! urgent help !!!,Email,4
MSG00850,CUST2199,2026-05-05 10:16:35.949664,I was charged twice for my order,Email,4
MSG00851,CUST1643,2026-04-28 10:16:35.949668,I want refund immediately,Chat,5
MSG00852,CUST5269,2026-04-25 10:16:35.949673,I want refund immediately,Chat,0
MSG00853,CUST7260,2026-05-16 10:16:35.949677,Wrong item delivered !!! urgent help !!!,Chat,3
MSG00854,CUST7033,2026-05-08 10:16:35.949681,Payment failed but money deducted,Chat,2
MSG00855,CUST9411,2026-05-06 10:16:35.949684,I am unhappy with support,Chat,3
MSG00856,CUST4814,2026-05-06 10:16:35.949688,App is crashing,Chat,3
MSG00857,CUST3675,2026-04-20 10:16:35.949692,I am unhappy with support,Chat,4
MSG00858,CUST3302,2026-05-18 10:16:35.949697,Very bad service,App,4
MSG00859,CUST1963,2026-04-29 10:16:35.949700,Website not loading,Social,5
MSG00860,CUST1780,2026-04-27 10:16:35.949705,Website not loading,Chat,2
MSG00861,CUST5926,2026-05-16 10:16:35.949712,Payment failed but money deducted,Email,1
MSG00862,CUST8907,2026-05-06 10:16:35.949716,Refund not received yet,Chat,4
MSG00863,CUST3852,2026-05-07 10:16:35.949719,App is crashing,Social,1
MSG00864,CUST9788,2026-05-16 10:16:35.949723,Refund not received yet !!! urgent help !!!,Email,1
MSG00865,CUST5293,2026-04-23 10:16:35.949727,Order stuck in transit,Email,4
MSG00866,CUST7769,2026-05-11 10:16:35.949733,Wrong item delivered,Chat,3
MSG00867,CUST4047,2026-05-19 10:16:35.949737,I am unhappy with support,App,4
MSG00868,CUST4578,2026-04-28 10:16:35.949741,Order stuck in transit !!! urgent help !!!,Social,4
MSG00869,CUST9244,2026-05-07 10:16:35.949745,App is crashing !!! urgent help !!!,Email,2
MSG00870,CUST1797,2026-04-30 10:16:35.949749,Worst experience ever,Chat,0
MSG00871,CUST5760,2026-05-14 10:16:35.949754,App is crashing !!! urgent help !!!,Social,2
MSG00872,CUST8328,2026-05-04 10:16:35.949758,Worst experience ever,Email,0
MSG00873,CUST5570,2026-04-24 10:16:35.949762,I was charged twice for my order,Chat,0
MSG00874,CUST7079,2026-05-03 10:16:35.949766,Tracking not updating !!! urgent help !!!,Email,4
MSG00875,CUST3747,2026-05-03 10:16:35.949770,Payment failed but money deducted,Email,2
MSG00876,CUST2524,2026-05-03 10:16:35.949773,My package has not arrived !!! urgent help !!!,Email,4
MSG00877,CUST6892,2026-04-25 10:16:35.949777,Coupon code not working,Social,2
MSG00878,CUST1878,2026-05-12 10:16:35.949781,Password reset not working !!! urgent help !!!,App,5
MSG00879,CUST2656,2026-05-13 10:16:35.949785,   ,App,4
MSG00880,CUST2092,2026-05-20 10:16:35.949789,Order stuck in transit,Social,2
MSG00881,CUST4295,2026-05-07 10:16:35.949793,Very bad service,Chat,0
MSG00882,CUST7204,2026-05-20 10:16:35.949797,Wrong item delivered,App,3
MSG00883,CUST4045,2026-05-19 10:16:35.949801,Order stuck in transit,Social,4
MSG00884,CUST2437,2026-05-12 10:16:35.949805,Tracking not updating,Social,4
MSG00885,CUST5006,2026-04-20 10:16:35.949808,Very bad service !!! urgent help !!!,Email,1
MSG00886,CUST9581,2026-05-15 10:16:35.949812,Website not loading !!! urgent help !!!,App,5
MSG00887,CUST4645,2026-05-18 10:16:35.949818,Worst experience ever,App,4
MSG00888,CUST7093,2026-05-02 10:16:35.949822,App is crashing !!! urgent help !!!,Chat,3
MSG00889,CUST3272,2026-04-29 10:16:35.949826,My package has not arrived !!! urgent help !!!,Email,5
MSG00890,CUST8445,2026-05-12 10:16:35.949830,Worst experience ever,Email,0
MSG00891,CUST2208,2026-05-16 10:16:35.949835,I want refund immediately,Chat,0
MSG00892,CUST1798,2026-05-12 10:16:35.949839,App is crashing,Email,2
MSG00893,CUST3800,2026-04-29 10:16:35.949843,Refund not received yet,Email,4
MSG00894,CUST1093,2026-04-23 10:16:35.949847,Need invoice for my purchase,Email,2
MSG00895,CUST3242,2026-05-01 10:16:35.949851,I want refund immediately,Chat,1
MSG00896,CUST1510,2026-05-11 10:16:35.949854,No response from team,Social,5
MSG00897,CUST4654,2026-04-29 10:16:35.949858,Error during payment,App,4
MSG00898,CUST8055,2026-05-14 10:16:35.949862,Delivery delayed again,Chat,3
MSG00899,CUST2974,2026-05-10 10:16:35.949866,Payment failed but money deducted !!! urgent help !!!,Chat,4
MSG00900,CUST2361,2026-05-18 10:16:35.949869,   ,App,3
MSG00901,CUST5031,2026-05-08 10:16:35.949873,Error during payment,Social,5
MSG00902,CUST4435,2026-05-09 10:16:35.949878,Worst experience ever,App,5
MSG00903,CUST3901,2026-05-05 10:16:35.949881,Password reset not working !!! urgent help !!!,Chat,3
MSG00904,CUST7460,2026-05-13 10:16:35.949885,Password reset not working,App,0
MSG00905,CUST7173,2026-04-23 10:16:35.949889,Worst experience ever,Email,5
MSG00906,CUST6397,2026-05-06 10:16:35.949893,Worst experience ever,Email,4
MSG00907,CUST6796,2026-05-01 10:16:35.949897,   ,Chat,5
MSG00908,CUST8766,2026-05-04 10:16:35.949903,Wrong item delivered,Social,5
MSG00909,CUST2366,2026-05-13 10:16:35.949907,Worst experience ever,App,3
MSG00910,CUST6497,2026-04-23 10:16:35.949912,Error during payment,Email,5
MSG00911,CUST3559,2026-05-01 10:16:35.949916,My package has not arrived,App,4
MSG00912,CUST3746,2026-04-30 10:16:35.949922,Payment failed but money deducted,Social,1
MSG00913,CUST9414,2026-04-28 10:16:35.949925,Payment failed but money deducted !!! urgent help !!!,Email,5
MSG00914,CUST5967,2026-05-01 10:16:35.949929,Very bad service !!! urgent help !!!,App,0
MSG00915,CUST8592,2026-05-15 10:16:35.949933,Coupon code not working,Chat,4
MSG00916,CUST1280,2026-05-08 10:16:35.949937,Worst experience ever !!! urgent help !!!,Chat,2
MSG00917,CUST6989,2026-05-18 10:16:35.949941,Coupon code not working,App,4
MSG00918,CUST5437,2026-05-03 10:16:35.949945,Password reset not working,Social,2
MSG00919,CUST6007,2026-05-07 10:16:35.949948,I am unhappy with support,Social,5
MSG00920,CUST9732,2026-05-16 10:16:35.949952,Very bad service,Email,2
MSG00921,CUST8619,2026-04-20 10:16:35.949956,Wrong item delivered,App,5
MSG00922,CUST4806,2026-05-09 10:16:35.949961,Refund not received yet,Chat,1
MSG00923,CUST3553,2026-04-23 10:16:35.949964,I want refund immediately,Chat,0
MSG00924,CUST1434,2026-05-01 10:16:35.949968,Error during payment,Social,0
MSG00925,CUST4668,2026-04-22 10:16:35.949972,Payment failed but money deducted !!! urgent help !!!,Chat,0
MSG00926,CUST3259,2026-05-16 10:16:35.949976,App is crashing,Chat,2
MSG00927,CUST5224,2026-04-24 10:16:35.949979,No response from team !!! urgent help !!!,App,3
MSG00928,CUST3218,2026-05-18 10:16:35.949983,I want refund immediately !!! urgent help !!!,App,1
MSG00929,CUST4518,2026-05-15 10:16:35.949988,Password reset not working,Social,5
MSG00930,CUST4230,2026-04-28 10:16:35.949993,Need invoice for my purchase,Chat,1
MSG00931,CUST6506,2026-04-21 10:16:35.949997,Order stuck in transit,App,4
MSG00932,CUST1339,2026-04-29 10:16:35.950001,Wrong item delivered,App,3
MSG00933,CUST5199,2026-04-26 10:16:35.950004,Worst experience ever,Email,0
MSG00934,CUST3189,2026-05-10 10:16:35.950008,App is crashing,App,5
MSG00935,CUST9790,2026-05-01 10:16:35.950012,Website not loading !!! urgent help !!!,Chat,4
MSG00936,CUST3139,2026-04-21 10:16:35.950016,Need invoice for my purchase !!! urgent help !!!,Email,3
MSG00937,CUST8363,2026-04-21 10:16:35.950019,Very bad service,Chat,0
MSG00938,CUST5615,2026-04-24 10:16:35.950023,Website not loading,Email,3
MSG00939,CUST9621,2026-04-22 10:16:35.950027,Payment failed but money deducted,Chat,3
MSG00940,CUST3244,2026-05-03 10:16:35.950031,Order stuck in transit,Social,3
MSG00941,CUST8295,2026-04-26 10:16:35.950034,Website not loading,App,4
MSG00942,CUST4287,2026-04-21 10:16:35.950039,Delivery delayed again,Social,0
MSG00943,CUST4897,2026-04-30 10:16:35.950043,Payment failed but money deducted,Social,2
MSG00944,CUST3529,2026-04-30 10:16:35.950046,Coupon code not working,Chat,4
MSG00945,CUST3228,2026-04-22 10:16:35.950050,I was charged twice for my order,Email,3
MSG00946,CUST6273,2026-05-15 10:16:35.950055,Order stuck in transit,Social,5
MSG00947,CUST3148,2026-05-16 10:16:35.950059,Tracking not updating,Email,0
MSG00948,CUST6249,2026-05-04 10:16:35.950062,No response from team,Social,1
MSG00949,CUST1535,2026-05-06 10:16:35.950067,Worst experience ever,Chat,0
MSG00950,CUST6322,2026-05-15 10:16:35.950071,Tracking not updating,Social,5
MSG00951,CUST3190,2026-05-11 10:16:35.950077,Refund not received yet,Social,1
MSG00952,CUST3201,2026-05-08 10:16:35.950081,Wrong item delivered,Chat,1
MSG00953,CUST8570,2026-04-28 10:16:35.950085,Very bad service,Social,2
MSG00954,CUST4951,2026-04-23 10:16:35.950088,Wrong item delivered,App,1
MSG00955,CUST1655,2026-04-20 10:16:35.950092,Refund not received yet,Email,4
MSG00956,CUST6450,2026-04-23 10:16:35.950096,Password reset not working,Social,0
MSG00957,CUST9822,2026-04-30 10:16:35.950099,Wrong item delivered,Email,5
MSG00958,CUST7392,2026-04-30 10:16:35.950103,Need invoice for my purchase,Chat,4
MSG00959,CUST7213,2026-04-26 10:16:35.950108,I want refund immediately,Email,3
MSG00960,CUST4815,2026-05-15 10:16:35.950112,Coupon code not working,App,5
MSG00961,CUST1944,2026-04-25 10:16:35.950115,Website not loading,App,0
MSG00962,CUST6995,2026-04-25 10:16:35.950119,Payment failed but money deducted,App,5
MSG00963,CUST6853,2026-05-20 10:16:35.950123,Password reset not working,Email,3
MSG00964,CUST2507,2026-04-24 10:16:35.950127,Tracking not updating,Email,2
MSG00965,CUST9721,2026-05-16 10:16:35.950130,I was charged twice for my order,Social,2
MSG00966,CUST8995,2026-05-01 10:16:35.950134,Error during payment,Email,5
MSG00967,CUST8508,2026-04-29 10:16:35.950138,Wrong item delivered !!! urgent help !!!,Social,4
MSG00968,CUST4330,2026-05-12 10:16:35.950142,Order stuck in transit,Email,5
MSG00969,CUST6883,2026-05-16 10:16:35.950153,My package has not arrived !!! urgent help !!!,Chat,0
MSG00970,CUST1704,2026-05-07 10:16:35.950157,Website not loading,App,3
MSG00971,CUST1228,2026-04-30 10:16:35.950161,I was charged twice for my order,Social,4
MSG00972,CUST8593,2026-05-01 10:16:35.950165,My package has not arrived,Email,2
MSG00973,CUST5197,2026-05-05 10:16:35.950205,No response from team !!! urgent help !!!,Social,3
MSG00974,CUST5376,2026-04-25 10:16:35.950209,I am unhappy with support !!! urgent help !!!,Email,3
MSG00975,CUST1576,2026-05-14 10:16:35.950213,Refund not received yet,Chat,3
MSG00976,CUST5768,2026-05-11 10:16:35.950217,Website not loading,App,0
