message_id,customer_id,message_text,intent,priority,suggested_reply,escalation_flag
MSG00655,CUST8540,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG00656,CUST6520,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG00657,CUST9704,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG00658,CUST5599,Cannot login to account,Technical,Medium,We are working on your technical issue.,No
MSG00659,CUST6576,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG00660,CUST2315,Error during payment !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00661,CUST2843,   ,Unknown,Low,We will assist you shortly.,No
MSG00662,CUST8990,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG00663,CUST6043,No response from team,Unknown,Low,We will assist you shortly.,No
MSG00664,CUST8683,Delivery delayed again !!! urgent help !!!,Delivery,Medium,We are checking your order status.,No
MSG00665,CUST7573,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG00666,CUST7071,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG00667,CUST6064,Payment failed but money deducted !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00668,CUST5734,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG00669,CUST8756,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG00670,CUST2499,Coupon code not working,Unknown,Low,We will assist you shortly.,No
MSG00671,CUST3485,Cannot login to account,Technical,Medium,We are working on your technical issue.,No
MSG00672,CUST5399,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG00673,CUST9995,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG00674,CUST1038,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG00675,CUST3809,Very bad service !!! urgent help !!!,Complaint,High,We are sorry for your experience.,Yes
MSG00676,CUST8930,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG00677,CUST9379,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00678,CUST9875,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG00679,CUST4327,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00680,CUST8377,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG00681,CUST7758,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG00682,CUST2310,Cannot login to account,Technical,Medium,We are working on your technical issue.,No
MSG00683,CUST3122,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00684,CUST3854,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG00685,CUST7634,Cannot login to account,Technical,Medium,We are working on your technical issue.,No
MSG00686,CUST5679,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG00687,CUST5697,Need invoice for my purchase !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00688,CUST9847,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG00689,CUST8985,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00690,CUST2557,Error during payment !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00691,CUST6333,Coupon code not working,Unknown,Low,We will assist you shortly.,No
MSG00692,CUST3656,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG00693,CUST1765,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG00694,CUST4887,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG00695,CUST6224,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG00696,CUST6069,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG00697,CUST2029,No response from team,Unknown,Low,We will assist you shortly.,No
MSG00698,CUST1782,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00699,CUST8667,Cannot login to account,Technical,Medium,We are working on your technical issue.,No
MSG00700,CUST7123,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00701,CUST1612,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG00702,CUST5658,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00703,CUST4225,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG00704,CUST3810,Wrong item delivered !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG00705,CUST2178,Cannot login to account !!! urgent help !!!,Technical,Medium,We are working on your technical issue.,No
MSG00706,CUST1585,Cannot login to account,Technical,Medium,We are working on your technical issue.,No
MSG00707,CUST2537,No response from team !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG00708,CUST2607,   ,Unknown,Low,We will assist you shortly.,No
MSG00709,CUST5860,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG00710,CUST9249,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG00711,CUST6981,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG00712,CUST1416,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG00713,CUST1127,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG00714,CUST6002,   ,Unknown,Low,We will assist you shortly.,No
MSG00715,CUST1477,I am unhappy with support !!! urgent help !!!,Complaint,High,We are sorry for your experience.,Yes
MSG00716,CUST9465,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG00717,CUST6180,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG00718,CUST7388,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG00719,CUST2887,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG00720,CUST9851,Cannot login to account !!! urgent help !!!,Technical,Medium,We are working on your technical issue.,No
MSG00721,CUST3358,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00722,CUST8729,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG00723,CUST1967,   ,Unknown,Low,We will assist you shortly.,No
MSG00724,CUST1634,Coupon code not working,Unknown,Low,We will assist you shortly.,No
MSG00725,CUST6403,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG00726,CUST9965,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG00727,CUST9013,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG00728,CUST7380,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG00729,CUST7435,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG00730,CUST6560,   ,Unknown,Low,We will assist you shortly.,No
MSG00731,CUST7090,Cannot login to account,Technical,Medium,We are working on your technical issue.,No
MSG00732,CUST1257,Cannot login to account,Technical,Medium,We are working on your technical issue.,No
MSG00733,CUST2318,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG00734,CUST1419,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG00735,CUST5424,Cannot login to account,Technical,Medium,We are working on your technical issue.,No
MSG00736,CUST8518,No response from team !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG00737,CUST2458,   ,Unknown,Low,We will assist you shortly.,No
MSG00738,CUST5875,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG00739,CUST7111,   ,Unknown,Low,We will assist you shortly.,No
MSG00740,CUST2967,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG00741,CUST8566,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG00742,CUST4691,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG00743,CUST8790,   ,Unknown,Low,We will assist you shortly.,No
MSG00744,CUST4514,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG00745,CUST2337,Payment failed but money deducted !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00746,CUST9076,   ,Unknown,Low,We will assist you shortly.,No
MSG00747,CUST7602,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG00748,CUST9609,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG00749,CUST2374,Payment failed but money deducted !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00750,CUST2126,I was charged twice for my order !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00751,CUST1273,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG00752,CUST2522,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG00753,CUST7326,Error during payment !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00754,CUST2216,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG00755,CUST4637,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00756,CUST6579,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG00757,CUST2503,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG00758,CUST6759,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG00759,CUST3252,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG00760,CUST7999,Delivery delayed again !!! urgent help !!!,Delivery,Medium,We are checking your order status.,No
MSG00761,CUST1656,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00762,CUST8095,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG00763,CUST1045,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG00764,CUST3728,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG00765,CUST3486,Error during payment !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00766,CUST8835,Coupon code not working,Unknown,Low,We will assist you shortly.,No
MSG00767,CUST3699,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00768,CUST9971,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG00769,CUST5396,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG00770,CUST2355,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG00771,CUST6891,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG00772,CUST3121,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG00773,CUST1487,Cannot login to account,Technical,Medium,We are working on your technical issue.,No
MSG00774,CUST5513,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG00775,CUST3524,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG00776,CUST5624,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00777,CUST7824,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG00778,CUST7312,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00779,CUST6441,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG00780,CUST7786,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG00781,CUST9461,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG00782,CUST3119,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG00783,CUST4754,Worst experience ever !!! urgent help !!!,Complaint,High,We are sorry for your experience.,Yes
MSG00784,CUST6871,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00785,CUST9204,Password reset not working !!! urgent help !!!,Technical,Medium,We are working on your technical issue.,No
MSG00786,CUST6943,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00787,CUST7488,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG00788,CUST8261,No response from team,Unknown,Low,We will assist you shortly.,No
MSG00789,CUST7666,Delivery delayed again !!! urgent help !!!,Delivery,Medium,We are checking your order status.,No
MSG00790,CUST9669,Refund not received yet !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00791,CUST6689,Coupon code not working !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG00792,CUST3402,Error during payment !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00793,CUST9819,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG00794,CUST5015,Cannot login to account,Technical,Medium,We are working on your technical issue.,No
MSG00795,CUST1853,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG00796,CUST1024,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG00797,CUST1947,Delivery delayed again !!! urgent help !!!,Delivery,Medium,We are checking your order status.,No
MSG00798,CUST6240,Refund not received yet !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00799,CUST8621,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG00800,CUST9191,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG00801,CUST4272,Order stuck in transit !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG00802,CUST4694,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG00803,CUST4768,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG00804,CUST6738,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG00805,CUST5420,Cannot login to account !!! urgent help !!!,Technical,Medium,We are working on your technical issue.,No
MSG00806,CUST7531,   ,Unknown,Low,We will assist you shortly.,No
MSG00807,CUST3886,I want refund immediately !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00808,CUST3623,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00809,CUST1713,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00810,CUST2759,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG00811,CUST8925,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG00812,CUST1320,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00813,CUST1776,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG00814,CUST3377,Payment failed but money deducted !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00815,CUST3247,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG00816,CUST5723,Delivery delayed again !!! urgent help !!!,Delivery,Medium,We are checking your order status.,No
MSG00817,CUST7679,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG00818,CUST3346,   ,Unknown,Low,We will assist you shortly.,No
MSG00819,CUST9340,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00820,CUST1491,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG00821,CUST2842,Coupon code not working,Unknown,Low,We will assist you shortly.,No
MSG00822,CUST2795,Error during payment !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00823,CUST1848,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG00824,CUST6944,No response from team !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG00825,CUST6062,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG00826,CUST9054,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00827,CUST5339,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG00828,CUST6643,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00829,CUST2440,Need invoice for my purchase !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00830,CUST2869,Coupon code not working !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG00831,CUST5926,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG00832,CUST9687,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG00833,CUST4538,No response from team,Unknown,Low,We will assist you shortly.,No
MSG00834,CUST2047,Password reset not working !!! urgent help !!!,Technical,Medium,We are working on your technical issue.,No
MSG00835,CUST8778,   ,Unknown,Low,We will assist you shortly.,No
MSG00836,CUST5072,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00837,CUST3310,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG00838,CUST2963,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG00839,CUST4350,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG00840,CUST4282,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00841,CUST7380,Cannot login to account,Technical,Medium,We are working on your technical issue.,No
MSG00842,CUST7968,   ,Unknown,Low,We will assist you shortly.,No
MSG00843,CUST6762,   ,Unknown,Low,We will assist you shortly.,No
MSG00844,CUST9409,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG00845,CUST1670,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG00846,CUST4497,My package has not arrived !!! urgent help !!!,Delivery,Medium,We are checking your order status.,No
MSG00847,CUST5587,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG00848,CUST3045,I was charged twice for my order !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00849,CUST3177,Error during payment !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00850,CUST2199,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG00851,CUST1643,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG00852,CUST5269,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG00853,CUST7260,Wrong item delivered !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG00854,CUST7033,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG00855,CUST9411,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG00856,CUST4814,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG00857,CUST3675,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG00858,CUST3302,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG00859,CUST1963,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00860,CUST1780,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00861,CUST5926,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG00862,CUST8907,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG00863,CUST3852,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG00864,CUST9788,Refund not received yet !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00865,CUST5293,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG00866,CUST7769,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00867,CUST4047,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG00868,CUST4578,Order stuck in transit !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG00869,CUST9244,App is crashing !!! urgent help !!!,Technical,Medium,We are working on your technical issue.,No
MSG00870,CUST1797,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00871,CUST5760,App is crashing !!! urgent help !!!,Technical,Medium,We are working on your technical issue.,No
MSG00872,CUST8328,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00873,CUST5570,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG00874,CUST7079,Tracking not updating !!! urgent help !!!,Delivery,Medium,We are checking your order status.,No
MSG00875,CUST3747,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG00876,CUST2524,My package has not arrived !!! urgent help !!!,Delivery,Medium,We are checking your order status.,No
MSG00877,CUST6892,Coupon code not working,Unknown,Low,We will assist you shortly.,No
MSG00878,CUST1878,Password reset not working !!! urgent help !!!,Technical,Medium,We are working on your technical issue.,No
MSG00879,CUST2656,   ,Unknown,Low,We will assist you shortly.,No
MSG00880,CUST2092,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG00881,CUST4295,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG00882,CUST7204,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00883,CUST4045,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG00884,CUST2437,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG00885,CUST5006,Very bad service !!! urgent help !!!,Complaint,High,We are sorry for your experience.,Yes
MSG00886,CUST9581,Website not loading !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG00887,CUST4645,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00888,CUST7093,App is crashing !!! urgent help !!!,Technical,Medium,We are working on your technical issue.,No
MSG00889,CUST3272,My package has not arrived !!! urgent help !!!,Delivery,Medium,We are checking your order status.,No
MSG00890,CUST8445,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00891,CUST2208,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG00892,CUST1798,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG00893,CUST3800,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG00894,CUST1093,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG00895,CUST3242,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG00896,CUST1510,No response from team,Unknown,Low,We will assist you shortly.,No
MSG00897,CUST4654,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG00898,CUST8055,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG00899,CUST2974,Payment failed but money deducted !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00900,CUST2361,   ,Unknown,Low,We will assist you shortly.,No
MSG00901,CUST5031,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG00902,CUST4435,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00903,CUST3901,Password reset not working !!! urgent help !!!,Technical,Medium,We are working on your technical issue.,No
MSG00904,CUST7460,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG00905,CUST7173,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00906,CUST6397,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00907,CUST6796,   ,Unknown,Low,We will assist you shortly.,No
MSG00908,CUST8766,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00909,CUST2366,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00910,CUST6497,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG00911,CUST3559,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG00912,CUST3746,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG00913,CUST9414,Payment failed but money deducted !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00914,CUST5967,Very bad service !!! urgent help !!!,Complaint,High,We are sorry for your experience.,Yes
MSG00915,CUST8592,Coupon code not working,Unknown,Low,We will assist you shortly.,No
MSG00916,CUST1280,Worst experience ever !!! urgent help !!!,Complaint,High,We are sorry for your experience.,Yes
MSG00917,CUST6989,Coupon code not working,Unknown,Low,We will assist you shortly.,No
MSG00918,CUST5437,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG00919,CUST6007,I am unhappy with support,Complaint,High,We are sorry for your experience.,Yes
MSG00920,CUST9732,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG00921,CUST8619,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00922,CUST4806,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG00923,CUST3553,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG00924,CUST1434,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG00925,CUST4668,Payment failed but money deducted !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00926,CUST3259,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG00927,CUST5224,No response from team !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG00928,CUST3218,I want refund immediately !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00929,CUST4518,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG00930,CUST4230,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG00931,CUST6506,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG00932,CUST1339,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00933,CUST5199,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00934,CUST3189,App is crashing,Technical,Medium,We are working on your technical issue.,No
MSG00935,CUST9790,Website not loading !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG00936,CUST3139,Need invoice for my purchase !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00937,CUST8363,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG00938,CUST5615,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00939,CUST9621,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG00940,CUST3244,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG00941,CUST8295,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00942,CUST4287,Delivery delayed again,Delivery,Medium,We are checking your order status.,No
MSG00943,CUST4897,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG00944,CUST3529,Coupon code not working,Unknown,Low,We will assist you shortly.,No
MSG00945,CUST3228,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG00946,CUST6273,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG00947,CUST3148,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG00948,CUST6249,No response from team,Unknown,Low,We will assist you shortly.,No
MSG00949,CUST1535,Worst experience ever,Complaint,High,We are sorry for your experience.,Yes
MSG00950,CUST6322,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG00951,CUST3190,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG00952,CUST3201,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00953,CUST8570,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG00954,CUST4951,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00955,CUST1655,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG00956,CUST6450,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG00957,CUST9822,Wrong item delivered,Unknown,Low,We will assist you shortly.,No
MSG00958,CUST7392,Need invoice for my purchase,Billing,Medium,We are checking your billing issue.,No
MSG00959,CUST7213,I want refund immediately,Billing,Medium,We are checking your billing issue.,No
MSG00960,CUST4815,Coupon code not working,Unknown,Low,We will assist you shortly.,No
MSG00961,CUST1944,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00962,CUST6995,Payment failed but money deducted,Billing,Medium,We are checking your billing issue.,No
MSG00963,CUST6853,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG00964,CUST2507,Tracking not updating,Delivery,Medium,We are checking your order status.,No
MSG00965,CUST9721,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG00966,CUST8995,Error during payment,Billing,Medium,We are checking your billing issue.,No
MSG00967,CUST8508,Wrong item delivered !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG00968,CUST4330,Order stuck in transit,Unknown,Low,We will assist you shortly.,No
MSG00969,CUST6883,My package has not arrived !!! urgent help !!!,Delivery,Medium,We are checking your order status.,No
MSG00970,CUST1704,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00971,CUST1228,I was charged twice for my order,Billing,Medium,We are checking your billing issue.,No
MSG00972,CUST8593,My package has not arrived,Delivery,Medium,We are checking your order status.,No
MSG00973,CUST5197,No response from team !!! urgent help !!!,Unknown,Low,We will assist you shortly.,No
MSG00974,CUST5376,I am unhappy with support !!! urgent help !!!,Complaint,High,We are sorry for your experience.,Yes
MSG00975,CUST1576,Refund not received yet,Billing,Medium,We are checking your billing issue.,No
MSG00976,CUST5768,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00977,CUST7384,Website not loading,Unknown,Low,We will assist you shortly.,No
MSG00978,CUST9323,Password reset not working,Technical,Medium,We are working on your technical issue.,No
MSG00979,CUST5136,Error during payment !!! urgent help !!!,Billing,Medium,We are checking your billing issue.,No
MSG00980,CUST4803,Very bad service,Complaint,High,We are sorry for your experience.,Yes
MSG00981,CUST5220,Coupon code not working,Unknown,Low,We will assist you shortly.,No
MSG00982,CUST2500,Very bad service !!! urgent help !!!,Complaint,High,We are sorry for your experience.,Yes
